gname,target,Number_of_Cases
Sudan Revolutionary Front (SRF),Private Citizens & Property,3
Sudan Revolutionary Front (SRF),Transportation,1
Sudanese People's Front,Business,1
Sudanese People's Liberation Forces,Maritime,2
Sudanese People's Liberation Forces,Military,2
Sudanese People's Liberation Forces,Private Citizens & Property,1
Sudanese Rebels,Business,1
Sudanese Rebels,Military,1
Sudanese mostly Christian rebels,Private Citizens & Property,1
Sudtiroler Volkspartei-south tyrol people's party,Business,2
Sudtiroler Volkspartei-south tyrol people's party,Journalists & Media,1
Sudtiroler Volkspartei-south tyrol people's party,Private Citizens & Property,1
Sudurpaschim Janata Dal,Educational Institution,1
Suicide Squad,Business,1
Suicide Squad,NGO,1
Suicide Squad,Private Citizens & Property,1
Sungu Sungu,Private Citizens & Property,1
Sunni Muslim extremists,Government (General),3
Sunni Muslim extremists,Military,1
Sunni Muslim extremists,Police,4
Sunni Muslim extremists,Private Citizens & Property,18
Sunni Muslim extremists,Religious Figures/Institutions,7
Sunni Muslim extremists,Terrorists/Non-State Militia,2
Sunni Muslim extremists,Tourists,1
Sunni Muslim extremists,Transportation,2
Sunni Muslim extremists,Utilities,1
Sunni Resistance Committees in Lebanon (SRCL),Violent Political Party,1
Sunni Supporters,Private Citizens & Property,1
Support for Refugees (Appui aux Refugies),Private Citizens & Property,1
Support of Ocalan-The Hawks of Thrace,Government (Diplomatic),1
Supporter of Bhutto,Government (General),1
Supporters Opposition Leader Etienne Tshisekedi,Government (General),1
Supporters of Abd Rabbuh Mansur Hadi,Business,1
Supporters of Abd Rabbuh Mansur Hadi,Military,5
Supporters of Abd Rabbuh Mansur Hadi,Private Citizens & Property,1
Supporters of Abd Rabbuh Mansur Hadi,Violent Political Party,12
Supporters of Ali Abdullah Saleh,Airports & Aircraft,1
Supporters of Ali Abdullah Saleh,Private Citizens & Property,1
Supporters of Ali Mahdi Mohammed,NGO,1
Supporters of Charles Manson,Government (General),1
Supporters of Colonel Mahmud Khudoyberdiyev,Transportation,1
Supporters of Ernest Wamba dia Wamba,Journalists & Media,1
Supporters of Ex-President Gamsakhurdial,Government (General),4
Supporters of Ex-President Gamsakhurdial,Military,3
Supporters of Ex-President Gamsakhurdial,Transportation,3
Supporters of General Lino Oviedo,Government (General),1
Supporters of Johnny Adair,Government (General),1
Supporters of Johnny Paul Koroma,Religious Figures/Institutions,1
Supporters of Joshua Nkomo,Business,2
Supporters of Joshua Nkomo,Government (General),1
Supporters of Joshua Nkomo,Military,1
Supporters of Joshua Nkomo,Police,1
Supporters of Joshua Nkomo,Private Citizens & Property,2
Supporters of Joshua Nkomo,Transportation,1
Supporters of Laurent Nkunda,Journalists & Media,2
Supporters of Muhammad Umar Habib,Business,1
Supporters of Muse Sudi Yalahow,Government (Diplomatic),1
Supporters of Pascal Lissouba,Religious Figures/Institutions,1
Supporters of President J-B Aristide,Journalists & Media,1
Supporters of Right and Freedom,Business,1
Supporters of Saddam Hussein,Airports & Aircraft,1
Supporters of Second Prime Minister Hun Sen,Journalists & Media,1
Supporters of Sultan Abd-al-Bagi,Military,1
Supporters of leftist Gana-Oikya Front,Educational Institution,2
Supporters of opposing candidate Abdu Sakurtan,Government (General),1
Supporters of presidential candidate Belisario Bet,Government (General),1
Supporters of ret. Gen. Lino Oviedo,Government (General),1
Supporters of the Islamic State in Jerusalem,Terrorists/Non-State Militia,7
Supporters of the Islamic State in Jerusalem,Unknown,1
Supporters of the Islamic State in Jerusalem,Violent Political Party,1
Supporters of the Islamic State in the Land of the Two Holy Mosques,Private Citizens & Property,1
"Supporters, House Speaker Ramon Mitra",Private Citizens & Property,1
Supreme Command for Jihad and Liberation,Government (General),2
Supreme Council for Islamic Revolution in Iraq (SCIRI),Business,1
Supreme Council for Islamic Revolution in Iraq (SCIRI),Government (General),3
Supreme Council for Islamic Revolution in Iraq (SCIRI),Military,5
Supreme Council for Islamic Revolution in Iraq (SCIRI),Private Citizens & Property,2
Supreme Islamic Council,Religious Figures/Institutions,1
Suqour al-Ahvaz,Business,1
Suqour al-Ahvaz,Utilities,2
Suriname Liberation Front,Utilities,1
Surinamese Amerindians,Airports & Aircraft,1
Surinamese Amerindians,Maritime,1
Survivors of Golfech,Business,1
Survivors of Golfech,Government (General),1
Survivors of Golfech,Police,1
Survivors of Golfech,Utilities,4
Survivors of Hama,Government (Diplomatic),1
Swatantra Nepal Dal,Business,1
Swaziland Youth Congress (Swayoco),Police,1
Sword of Islam,Government (General),1
Symbionese Liberation Army (SLA),Business,4
Symbionese Liberation Army (SLA),Educational Institution,1
Symbionese Liberation Army (SLA),Government (General),1
Symbionese Liberation Army (SLA),Journalists & Media,1
"Sympathizers of ""Iranian People's Zeda'i""",Airports & Aircraft,1
Sympathizers of Al-Qaida Organization,Business,1
Sympathizers of Al-Qaida Organization,Government (Diplomatic),1
Sympathizers of Al-Qaida Organization,Government (General),2
Syndicalist Action Groups,Airports & Aircraft,1
Syndicalist Action Groups,Business,1
Syrian Army deserters,Military,1
Syrian Battle Front,Government (Diplomatic),1
Syrian Democratic Forces (SDF),Private Citizens & Property,2
Syrian Mujahideen,Government (Diplomatic),1
Syrian Mujahideen,Private Citizens & Property,1
Syrian Social Nationalist Party,Government (Diplomatic),1
Syrian Social Nationalist Party,Journalists & Media,1
Syrian Social Nationalist Party,Military,3
Syrian Social Nationalist Party,Police,2
Syrian Social Nationalist Party,Private Citizens & Property,1
Syrian Terror,Government (General),1
Syrian Turkmen Brigades,Private Citizens & Property,1
Syrians,Airports & Aircraft,1
Syrians,Business,1
Ta'ang National Liberation Army (TNLA),Military,12
Ta'ang National Liberation Army (TNLA),Other,1
Ta'ang National Liberation Army (TNLA),Police,3
Ta'ang National Liberation Army (TNLA),Private Citizens & Property,10
Ta'ang National Liberation Army (TNLA),Terrorists/Non-State Militia,1
Ta'ang National Liberation Army (TNLA),Unknown,2
Tabu Tribe,Police,1
Tacayana Indians,Maritime,1
Taihikai (Great Sadness),Journalists & Media,1
"Taikosha, right wing group",Government (Diplomatic),1
Tajamo Ansar al-Islam,Military,1
Tajik Rebels,Government (Diplomatic),1
Takfir wal-Hijra (Excommunication and Exodus),Government (General),1
Takfir wal-Hijra (Excommunication and Exodus),Military,4
Takfir wal-Hijra (Excommunication and Exodus),Police,3
Takfir wal-Hijra (Excommunication and Exodus),Religious Figures/Institutions,1
Takfir wal-Hijra (Excommunication and Exodus),Terrorists/Non-State Militia,1
Taliban,Airports & Aircraft,32
Taliban,Business,227
Taliban,Educational Institution,145
Taliban,Food or Water Supply,9
Taliban,Government (Diplomatic),63
Taliban,Government (General),917
Taliban,Journalists & Media,26
Taliban,Military,1455
Taliban,NGO,80
Taliban,Other,6
Taliban,Police,2535
Taliban,Private Citizens & Property,1407
Taliban,Religious Figures/Institutions,90
Taliban,Telecommunication,35
Taliban,Terrorists/Non-State Militia,76
Taliban,Tourists,3
Taliban,Transportation,99
Taliban,Unknown,244
Taliban,Utilities,24
Taliban,Violent Political Party,5
Taliban (Pakistan),Business,4
Taliban (Pakistan),Educational Institution,1
Taliban (Pakistan),Government (General),5
Taliban (Pakistan),Military,13
Taliban (Pakistan),Police,6
Taliban (Pakistan),Private Citizens & Property,9
Tamil Eelam Liberation Organization (TELO),Government (General),1
Tamil Eelam Liberation Organization (TELO),Police,2
Tamil Eelam Liberation Organization (TELO),Private Citizens & Property,2
Tamil Eelam Liberation Organization (TELO),Terrorists/Non-State Militia,2
Tamil Eelam Liberation Organization (TELO),Transportation,1
Tamil Liberation Army,Government (Diplomatic),1
Tamil Liberation Army,Government (General),1
Tamil Makkal Viduthalai Pulikal (TMVP),Private Citizens & Property,2
Tamil Makkal Viduthalai Pulikal (TMVP),Terrorists/Non-State Militia,1
Tamil Makkal Viduthalai Pulikal (TMVP),Violent Political Party,1
Tamil Nadu Liberation Army,Business,1
Tamil Nadu Liberation Army,Government (General),4
Tamil Nadu Liberation Army,Transportation,1
Tamils,Business,16
Tamils,Educational Institution,1
Tamils,Government (General),19
Tamils,Journalists & Media,3
Tamils,Maritime,3
Tamils,Military,55
Tamils,Police,51
Tamils,Private Citizens & Property,36
Tamils,Religious Figures/Institutions,4
Tamils,Telecommunication,1
Tamils,Transportation,25
Tamils,Unknown,1
Tamils,Utilities,2
Tanyus Shanin Armed Unit,Military,1
Tanzeem Ittehad - I - Ulema Qabail (Tiuq)Tribesmen,Military,1
Tanzeem al-Islami al-Furqan,Educational Institution,2
Tanzim,Private Citizens & Property,4
Tanzim,Tourists,1
Tarok Militia,Private Citizens & Property,2
Tawheed Militia,Religious Figures/Institutions,2
Tawheedul Islam,Private Citizens & Property,1
Tawhid and Jihad,Business,7
Tawhid and Jihad,Government (Diplomatic),1
Tawhid and Jihad,Government (General),7
Tawhid and Jihad,Maritime,1
Tawhid and Jihad,Military,14
Tawhid and Jihad,Other,1
Tawhid and Jihad,Police,5
Tawhid and Jihad,Private Citizens & Property,11
Tawhid and Jihad,Religious Figures/Institutions,2
Tawhid and Jihad,Utilities,1
Tawhid and Jihad (Palestine),Private Citizens & Property,2
Taxi Drivers,Business,1
Taxi Drivers,Police,1
Taxi Drivers,Transportation,4
Tayeb Al-Afghani's Islamist Group,Military,1
Tehama Movement,Private Citizens & Property,1
Tehrik al-Mojahedin,Military,1
Tehrik al-Mojahedin,Police,12
Tehrik-e-Galba Islam,Police,2
Tehrik-e-Hurriyat (TeH),Transportation,1
Tehrik-e-Khilafat,Military,1
Tehrik-e-Khilafat,Police,11
Tehrik-e-Khilafat,Religious Figures/Institutions,2
Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM),Military,3
Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM),Private Citizens & Property,2
Tehrik-e-Nafaz-e-Shariat-e-Mohammadi (TNSM),Terrorists/Non-State Militia,1
Tehrik-e-Nifaz-e-Aman Balochistan-Jhalawan Brigade (TNAB-Jhalawan Brigade),Private Citizens & Property,1
Tehrik-e-Taliban Islami (TTI),Police,1
Tehrik-e-Taliban Islami (TTI),Private Citizens & Property,1
Tehrik-e-Tuhafaz (Pakistan),Business,2
Tehrik-i-Taliban Pakistan (TTP),Airports & Aircraft,4
Tehrik-i-Taliban Pakistan (TTP),Business,73
Tehrik-i-Taliban Pakistan (TTP),Educational Institution,150
Tehrik-i-Taliban Pakistan (TTP),Food or Water Supply,2
Tehrik-i-Taliban Pakistan (TTP),Government (Diplomatic),20
Tehrik-i-Taliban Pakistan (TTP),Government (General),93
Tehrik-i-Taliban Pakistan (TTP),Journalists & Media,16
Tehrik-i-Taliban Pakistan (TTP),Maritime,1
Tehrik-i-Taliban Pakistan (TTP),Military,280
Tehrik-i-Taliban Pakistan (TTP),NGO,14
Tehrik-i-Taliban Pakistan (TTP),Other,1
Tehrik-i-Taliban Pakistan (TTP),Police,223
Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,306
Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,41
Tehrik-i-Taliban Pakistan (TTP),Telecommunication,2
Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,72
Tehrik-i-Taliban Pakistan (TTP),Tourists,2
Tehrik-i-Taliban Pakistan (TTP),Transportation,13
Tehrik-i-Taliban Pakistan (TTP),Unknown,11
Tehrik-i-Taliban Pakistan (TTP),Utilities,6
Tehrik-i-Taliban Pakistan (TTP),Violent Political Party,21
Tela Mohammed,NGO,1
Telangana Separatists,Government (General),1
Telangana Separatists,Unknown,1
Temple Mount Faithful Movement,Government (General),1
Tepi Youth,Military,1
Tepi Youth,Police,1
Terai Army,Business,1
Terai Army,Government (General),2
Terai Army,Military,1
Terai Army,Private Citizens & Property,4
Terai Army,Transportation,2
Terai Cobra,Government (General),1
Terai Cobra,Private Citizens & Property,1
Terai Communist Party,Government (General),2
Terai Janatantrik Madhes Party,Journalists & Media,1
Terai Janatantrik Party,Government (General),1
Terai Madheshi Mukti Morcha (TMMM),Government (General),1
Terai Rastriya Mukti Sena (TRMS),Transportation,1
Terena Indians,Government (General),1
Terena Indians,Journalists & Media,1
Terra Lliure,Business,21
Terra Lliure,Government (Diplomatic),2
Terra Lliure,Government (General),23
Terra Lliure,Military,1
Terra Lliure,Police,5
Terra Lliure,Private Citizens & Property,6
Terra Lliure,Unknown,2
Terra Lliure,Utilities,2
Territorial Anti-Fascist Patrols,Journalists & Media,1
Territorial Armed Groups for Communism,Government (General),1
Territorial Cells for Boycotting the Elections,Religious Figures/Institutions,1
Territorial Communist Command,Police,1
Territorial Communist Units,Business,1
Territorial Patrols of Anti-Fascist Vigilance,Violent Political Party,1
Territorial Resistance Army,Airports & Aircraft,1
Territorial Resistance Army,Business,1
Territorial Resistance Army,Tourists,1
Terror Against Terror,Business,1
Terror Against Terror,Private Citizens & Property,2
Terror Against Terror,Religious Figures/Institutions,3
Terror Against Terror,Transportation,1
Terrorists,Business,6
Terrorists,Educational Institution,2
Terrorists,Government (General),9
Terrorists,Military,1
Terrorists,Police,9
Terrorists,Private Citizens & Property,19
Terrorists,Religious Figures/Institutions,1
Terrorists,Transportation,4
Terrorists,Unknown,5
Terrorists,Utilities,2
Terrorists,Violent Political Party,1
Thadou People's Liberation Army (TPLA),Transportation,1
Thai Communists,Police,1
Thai Islamic Militants,Airports & Aircraft,1
Thai Islamic Militants,Business,11
Thai Islamic Militants,Educational Institution,3
Thai Islamic Militants,Government (General),7
Thai Islamic Militants,Military,2
Thai Islamic Militants,Police,8
Thai Islamic Militants,Private Citizens & Property,19
Thai Islamic Militants,Religious Figures/Institutions,5
Thai Islamic Militants,Transportation,1
Thai Islamic Militants,Utilities,1
Thanthai Periyar Dravidar Kazhagam (TPDK),Business,1
Tharuhat Joint Struggle Committee (TJSC),Government (General),2
Thavar Caste,Private Citizens & Property,1
The 78 Unemployed,Government (General),1
The Aref Boluki Dynamite group,Private Citizens & Property,1
The Armed Secret Organization,Journalists & Media,1
The Association for Islamic Mobilisation and Propagation (UAMSHO),Business,1
The Association for Islamic Mobilisation and Propagation (UAMSHO),Religious Figures/Institutions,3
The Black Sun,Government (Diplomatic),1
The Call of Jesus Christ,Religious Figures/Institutions,1
The Defense Command of the French People and the Motherland (CDPPF),Private Citizens & Property,6
The Eradication of Evil,Private Citizens & Property,2
The Extraditables,Airports & Aircraft,4
The Extraditables,Business,41
The Extraditables,Educational Institution,1
The Extraditables,Food or Water Supply,2
The Extraditables,Government (Diplomatic),2
